locale_idlocale,locale_idcity,locale_capital,locale_idcountry,locale_ac,locale_country,locale_uf,locale_city,locale_region,locale_seaside,locale_latitude,locale_longitude,locale_tourist,locale_agricultural,locale_base,weather_id,weather_name,weather_date,weather_dayWeek,weather_dateUpdate,weather_temperature,weather_windVelocity,weather_windDirection,weather_windDirectionDegrees,weather_humidity,weather_condition,weather_pressure,weather_icon,weather_sensation,weather_slugCondition
5307,4467,False,7,BR,Brasil,RS,Pantano Grande,S,False,-30.191,-52.374,False,False,cities,5307,Pantano Grande,09/09/2026,Quarta-feira,10:24:00,9,5,ENE,71,92,Sol com muitas nuvens,1019,2r,8,sol-com-muitas-nuvens
5308,4468,False,7,BR,Brasil,RS,Paraí,S,False,-28.594,-51.786,False,False,cities,5308,Paraí,09/09/2026,Quarta-feira,11:09:00,9,6,ENE,67,75,Nublado,1018,3,8,nublado
5313,4469,False,7,BR,Brasil,RS,Paraíso do Sul,S,False,-29.669,-53.149,False,False,cities,5313,Paraíso do Sul,09/09/2026,Quarta-feira,10:24:00,8,4,ENE,68,80,Sol com muitas nuvens,1019,2r,6,sol-com-muitas-nuvens
5315,4470,False,7,BR,Brasil,RS,Pareci Novo,S,False,-29.638,-51.398,False,False,cities,5315,Pareci Novo,09/09/2026,Quarta-feira,10:24:00,11,4,ENE,71,92,Sol com muitas nuvens,1022,2r,11,sol-com-muitas-nuvens
5316,4471,False,7,BR,Brasil,RS,Parobé,S,False,-29.629,-50.835,False,False,cities,5316,Parobé,09/09/2026,Quarta-feira,11:09:00,11,4,ENE,72,89,Nublado,1021,3,11,nublado
5317,3131,False,7,BR,Brasil,RS,Passa Sete,S,False,-29.453,-52.961,False,False,cities,5317,Passa Sete,09/09/2026,Quarta-feira,10:24:00,9,3,ENE,68,75,Sol com muitas nuvens,1018,2r,7,sol-com-muitas-nuvens
5319,361,False,7,BR,Brasil,RS,Passo Fundo,S,False,-28.263,-52.407,False,True,cities,5319,Passo Fundo,09/09/2026,Quarta-feira,11:09:00,13,8,W,260,65,Sol com muitas nuvens,1017,2r,10,sol-com-muitas-nuvens
5318,4472,False,7,BR,Brasil,RS,Passo do Sobrado,S,False,-29.748,-52.275,False,False,cities,5318,Passo do Sobrado,09/09/2026,Quarta-feira,10:24:00,8,5,ENE,70,90,Sol com muitas nuvens,1021,2r,8,sol-com-muitas-nuvens
5320,6780,False,7,BR,Brasil,RS,Paulo Bento,S,False,-27.702,-52.422,False,False,cities,5320,Paulo Bento,09/09/2026,Quarta-feira,10:24:00,12,8,ENE,62,64,Sol com muitas nuvens,1017,2r,9,sol-com-muitas-nuvens
5321,4473,False,7,BR,Brasil,RS,Paverama,S,False,-29.552,-51.73,False,False,cities,5321,Paverama,09/09/2026,Quarta-feira,11:09:00,10,5,ENE,70,85,Sol com muitas nuvens,1022,2r,8,sol-com-muitas-nuvens
5323,4997,False,7,BR,Brasil,RS,Pedras Altas,S,False,-31.717,-53.588,False,False,cities,5323,Pedras Altas,09/09/2026,Quarta-feira,11:09:00,7,6,ENE,79,86,Nublado,1019,3,6,nublado
5324,3119,False,7,BR,Brasil,RS,Pedro Osório,S,False,-31.864,-52.823,False,False,cities,5324,Pedro Osório,09/09/2026,Quarta-feira,10:24:00,8,8,ENE,77,95,Nublado,1020,3,6,nublado
5325,2062,False,7,BR,Brasil,RS,Pejuçara,S,False,-28.423,-53.656,False,True,cities,5325,Pejuçara,09/09/2026,Quarta-feira,11:09:00,12,11,ENE,62,68,Nublado,1018,3,10,nublado
5326,362,False,7,BR,Brasil,RS,Pelotas,S,False,-31.772,-52.343,False,True,cities,5326,Pelotas,09/09/2026,Quarta-feira,10:24:00,9,8,SSE,150,95,Nublado,1020,3,8,nublado
5327,4474,False,7,BR,Brasil,RS,Picada Café,S,False,-29.444,-51.136,False,False,cities,5327,Picada Café,09/09/2026,Quarta-feira,10:24:00,11,4,ENE,57,76,Nublado,1021,3,9,nublado
5333,4475,False,7,BR,Brasil,RS,Pinhal,S,False,-27.51,-53.22,False,False,cities,5333,Pinhal,09/09/2026,Quarta-feira,11:09:00,14,7,ENE,60,70,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5331,2998,False,7,BR,Brasil,RS,Pinhal Grande,S,False,-29.346,-53.307,False,False,cities,5331,Pinhal Grande,09/09/2026,Quarta-feira,11:09:00,8,4,ENE,67,76,Sol com muitas nuvens,1020,2r,6,sol-com-muitas-nuvens
5328,5130,False,7,BR,Brasil,RS,Pinhal da Serra,S,False,-27.875,-51.172,False,False,cities,5328,Pinhal da Serra,09/09/2026,Quarta-feira,11:09:00,11,7,WNW,290,62,Sol com muitas nuvens,1018,2r,9,sol-com-muitas-nuvens
5334,4476,False,7,BR,Brasil,RS,Pinheirinho do Vale,S,False,-27.21,-53.612,False,False,cities,5334,Pinheirinho do Vale,09/09/2026,Quarta-feira,10:24:00,15,7,ENE,59,73,Sol com muitas nuvens,1017,2r,14,sol-com-muitas-nuvens
5335,4477,False,7,BR,Brasil,RS,Pinheiro Machado,S,False,-31.578,-53.381,False,False,cities,5335,Pinheiro Machado,09/09/2026,Quarta-feira,11:09:00,7,6,ENE,77,87,Nublado,1020,3,6,nublado
5336,2999,False,7,BR,Brasil,RS,Pirapó,S,False,-28.045,-55.199,False,False,cities,5336,Pirapó,09/09/2026,Quarta-feira,11:09:00,13,6,ENE,63,74,Sol com muitas nuvens,1014,2r,12,sol-com-muitas-nuvens
5337,4478,False,7,BR,Brasil,RS,Piratini,S,False,-31.448,-53.104,False,False,cities,5337,Piratini,09/09/2026,Quarta-feira,10:24:00,7,7,ENE,75,88,Nublado,1020,3,5,nublado
5338,4479,False,7,BR,Brasil,RS,Planalto,S,False,-27.33,-53.06,False,False,cities,5338,Planalto,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,60,66,Sol com muitas nuvens,1017,2r,11,sol-com-muitas-nuvens
5341,4480,False,7,BR,Brasil,RS,Ponte Preta,S,False,-27.654,-52.488,False,False,cities,5341,Ponte Preta,09/09/2026,Quarta-feira,11:09:00,12,8,ENE,62,61,Sol com muitas nuvens,1017,2r,9,sol-com-muitas-nuvens
5340,3040,False,7,BR,Brasil,RS,Pontão,S,False,-28.059,-52.677,False,False,cities,5340,Pontão,09/09/2026,Quarta-feira,11:09:00,12,8,ENE,62,63,Sol com muitas nuvens,1018,2r,9,sol-com-muitas-nuvens
5346,363,True,7,BR,Brasil,RS,Porto Alegre,S,False,-30.054,-51.175,True,False,cities,5346,Porto Alegre,09/09/2026,Quarta-feira,11:09:00,12,4,E,92,94,Sol com muitas nuvens,1023,2r,11,sol-com-muitas-nuvens
5347,3000,False,7,BR,Brasil,RS,Porto Lucena,S,False,-27.856,-55.016,False,False,cities,5347,Porto Lucena,09/09/2026,Quarta-feira,11:09:00,13,6,ENE,63,76,Sol com muitas nuvens,1015,2r,12,sol-com-muitas-nuvens
5348,3001,False,7,BR,Brasil,RS,Porto Mauá,S,False,-27.575,-54.668,False,False,cities,5348,Porto Mauá,09/09/2026,Quarta-feira,11:09:00,13,7,ENE,61,78,Nublado,1016,3,12,nublado
5349,4481,False,7,BR,Brasil,RS,Porto Vera Cruz,S,False,-27.736,-54.901,False,False,cities,5349,Porto Vera Cruz,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,62,75,Sol com muitas nuvens,1015,2r,11,sol-com-muitas-nuvens
5350,3002,False,7,BR,Brasil,RS,Porto Xavier,S,False,-27.906,-55.138,False,False,cities,5350,Porto Xavier,09/09/2026,Quarta-feira,11:09:00,13,6,S,179,75,Sol com muitas nuvens,1014,2r,12,sol-com-muitas-nuvens
5345,2063,False,7,BR,Brasil,RS,Portão,S,False,-29.702,-51.242,False,False,cities,5345,Portão,09/09/2026,Quarta-feira,10:24:00,11,3,ENE,72,93,Sol com muitas nuvens,1022,2r,10,sol-com-muitas-nuvens
5351,4482,False,7,BR,Brasil,RS,Pouso Novo,S,False,-29.171,-52.208,False,False,cities,5351,Pouso Novo,09/09/2026,Quarta-feira,10:24:00,9,3,ENE,68,78,Sol com muitas nuvens,1021,2r,7,sol-com-muitas-nuvens
5339,4483,False,7,BR,Brasil,RS,Poço das Antas,S,False,-29.449,-51.671,False,False,cities,5339,Poço das Antas,09/09/2026,Quarta-feira,10:24:00,10,5,ENE,70,85,Sol com muitas nuvens,1022,2r,8,sol-com-muitas-nuvens
5352,4484,False,7,BR,Brasil,RS,Presidente Lucena,S,False,-29.519,-51.178,False,False,cities,5352,Presidente Lucena,09/09/2026,Quarta-feira,11:09:00,12,4,ENE,71,86,Sol com muitas nuvens,1021,2r,12,sol-com-muitas-nuvens
5353,4485,False,7,BR,Brasil,RS,Progresso,S,False,-29.24,-52.31,False,False,cities,5353,Progresso,09/09/2026,Quarta-feira,10:24:00,8,3,ENE,68,77,Sol e Chuva,1021,4,6,sol-e-chuva
5354,4486,False,7,BR,Brasil,RS,Protásio Alves,S,False,-28.757,-51.473,False,False,cities,5354,Protásio Alves,09/09/2026,Quarta-feira,11:09:00,10,7,ENE,68,71,Sol com muitas nuvens,1019,2r,9,sol-com-muitas-nuvens
5357,4487,False,7,BR,Brasil,RS,Putinga,S,False,-29.002,-52.154,False,False,cities,5357,Putinga,09/09/2026,Quarta-feira,10:24:00,8,3,ENE,67,72,Sol com muitas nuvens,1021,2r,6,sol-com-muitas-nuvens
5358,1407,False,7,BR,Brasil,RS,Quaraí,S,False,-30.387,-56.451,False,False,cities,5358,Quaraí,09/09/2026,Quarta-feira,10:24:00,8,8,S,170,75,Sol com muitas nuvens,1018,2r,7,sol-com-muitas-nuvens
4702,5897,False,7,BR,Brasil,RS,Quatro Irmãos,S,False,-27.828,-52.414,False,False,cities,4702,Quatro Irmãos,09/09/2026,Quarta-feira,11:09:00,12,8,ENE,63,62,Sol com muitas nuvens,1017,2r,9,sol-com-muitas-nuvens
5359,4488,False,7,BR,Brasil,RS,Quevedos,S,False,-29.353,-54.072,False,False,cities,5359,Quevedos,09/09/2026,Quarta-feira,10:24:00,10,6,ENE,67,74,Sol com muitas nuvens,1019,2r,9,sol-com-muitas-nuvens
5361,3041,False,7,BR,Brasil,RS,Quinze de Novembro,S,False,-28.748,-53.094,False,False,cities,5361,Quinze de Novembro,09/09/2026,Quarta-feira,10:24:00,10,7,ENE,64,73,Nublado,1020,3,8,nublado
5362,3042,False,7,BR,Brasil,RS,Redentora,S,False,-27.664,-53.638,False,False,cities,5362,Redentora,09/09/2026,Quarta-feira,10:24:00,14,7,ENE,59,68,Nublado,1016,3,12,nublado
5364,4489,False,7,BR,Brasil,RS,Relvado,S,False,-29.111,-52.072,False,False,cities,5364,Relvado,09/09/2026,Quarta-feira,10:24:00,8,3,ESE,117,76,Sol com muitas nuvens,1021,2r,6,sol-com-muitas-nuvens
5366,3383,False,7,BR,Brasil,RS,Restinga Seca,S,False,-29.813,-53.375,False,True,cities,5366,Restinga Seca,09/09/2026,Quarta-feira,10:24:00,9,4,ENE,70,90,Sol com muitas nuvens,1020,2r,8,sol-com-muitas-nuvens
5368,364,False,7,BR,Brasil,RS,Rio Grande,S,True,-32.035,-52.099,False,True,cities,5368,Rio Grande,09/09/2026,Quarta-feira,10:24:00,9,10,ENE,76,95,Nublado,1020,3,8,nublado
5370,1408,False,7,BR,Brasil,RS,Rio Pardo,S,False,-29.99,-52.378,False,False,cities,5370,Rio Pardo,09/09/2026,Quarta-feira,11:09:00,9,5,ENE,71,95,Sol com algumas nuvens,1020,2,8,sol-com-algumas-nuvens
5367,3003,False,7,BR,Brasil,RS,Rio dos Índios,S,False,-27.3,-52.841,False,False,cities,5367,Rio dos Índios,09/09/2026,Quarta-feira,11:09:00,14,7,ENE,60,66,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5373,4490,False,7,BR,Brasil,RS,Riozinho,S,False,-29.641,-50.453,False,False,cities,5373,Riozinho,09/09/2026,Quarta-feira,11:09:00,9,4,ENE,72,80,Sol com muitas nuvens,1021,2r,7,sol-com-muitas-nuvens
5374,4491,False,7,BR,Brasil,RS,Roca Sales,S,False,-29.29,-51.87,False,False,cities,5374,Roca Sales,09/09/2026,Quarta-feira,11:09:00,10,4,ENE,69,86,Sol com muitas nuvens,1021,2r,8,sol-com-muitas-nuvens
5120,3004,False,7,BR,Brasil,RS,Rodeio Bonito,S,False,-27.471,-53.169,False,False,cities,5120,Rodeio Bonito,09/09/2026,Quarta-feira,10:24:00,14,7,ENE,60,70,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5121,5131,False,7,BR,Brasil,RS,Rolador,S,False,-28.257,-54.816,False,False,cities,5121,Rolador,09/09/2026,Quarta-feira,11:09:00,14,10,ENE,62,70,Sol com muitas nuvens,1016,2r,12,sol-com-muitas-nuvens
5122,4492,False,7,BR,Brasil,RS,Rolante,S,False,-29.651,-50.576,False,False,cities,5122,Rolante,09/09/2026,Quarta-feira,10:24:00,10,4,S,170,86,Sol com muitas nuvens,1021,2r,8,sol-com-muitas-nuvens
5123,3043,False,7,BR,Brasil,RS,Ronda Alta,S,False,-27.767,-52.802,False,False,cities,5123,Ronda Alta,09/09/2026,Quarta-feira,10:24:00,12,8,ENE,61,63,Sol com muitas nuvens,1017,2r,9,sol-com-muitas-nuvens
5124,3044,False,7,BR,Brasil,RS,Rondinha,S,False,-27.828,-52.91,False,False,cities,5124,Rondinha,09/09/2026,Quarta-feira,10:24:00,13,8,ENE,62,68,Sol com muitas nuvens,1017,2r,11,sol-com-muitas-nuvens
5125,3005,False,7,BR,Brasil,RS,Roque Gonzales,S,False,-28.131,-55.026,False,False,cities,5125,Roque Gonzales,09/09/2026,Quarta-feira,10:24:00,14,8,ENE,63,72,Sol com muitas nuvens,1015,2r,12,sol-com-muitas-nuvens
5127,3071,False,7,BR,Brasil,RS,Sagrada Família,S,False,-27.707,-53.136,False,False,cities,5127,Sagrada Família,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,61,69,Nublado,1017,3,12,nublado
5128,3045,False,7,BR,Brasil,RS,Saldanha Marinho,S,False,-28.393,-53.095,False,False,cities,5128,Saldanha Marinho,09/09/2026,Quarta-feira,10:24:00,12,9,ENE,63,68,Nublado,1019,3,9,nublado
5130,3006,False,7,BR,Brasil,RS,Salvador das Missões,S,False,-28.126,-54.835,False,False,cities,5130,Salvador das Missões,09/09/2026,Quarta-feira,10:24:00,14,9,ENE,62,70,Sol com muitas nuvens,1016,2r,11,sol-com-muitas-nuvens
5131,4816,False,7,BR,Brasil,RS,Salvador do Sul,S,False,-29.438,-51.511,False,False,cities,5131,Salvador do Sul,09/09/2026,Quarta-feira,10:24:00,11,4,ENE,70,87,Sol com muitas nuvens,1021,2r,10,sol-com-muitas-nuvens
5132,3047,False,7,BR,Brasil,RS,Sananduva,S,False,-27.95,-51.807,False,False,cities,5132,Sananduva,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,65,64,Sol com muitas nuvens,1018,2r,11,sol-com-muitas-nuvens
5133,3048,False,7,BR,Brasil,RS,Santa Bárbara do Sul,S,False,-28.358,-53.247,False,True,cities,5133,Santa Bárbara do Sul,09/09/2026,Quarta-feira,11:09:00,12,9,ENE,63,69,Sol com muitas nuvens,1019,2r,9,sol-com-muitas-nuvens
5134,6787,False,7,BR,Brasil,RS,Santa Cecília do Sul,S,False,-28.15,-51.917,False,False,cities,5134,Santa Cecília do Sul,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,64,63,Sol com muitas nuvens,1018,2r,11,sol-com-muitas-nuvens
5135,4493,False,7,BR,Brasil,RS,Santa Clara do Sul,S,False,-29.469,-52.088,False,False,cities,5135,Santa Clara do Sul,09/09/2026,Quarta-feira,10:24:00,9,4,ENE,69,90,Sol com muitas nuvens,1023,2r,8,sol-com-muitas-nuvens
5136,365,False,7,BR,Brasil,RS,Santa Cruz do Sul,S,False,-29.717,-52.426,False,False,cities,5136,Santa Cruz do Sul,09/09/2026,Quarta-feira,10:24:00,9,6,ENE,70,95,Sol com muitas nuvens,1020,2r,9,sol-com-muitas-nuvens
5137,5105,False,7,BR,Brasil,RS,Santa Margarida do Sul,S,False,-30.34,-54.08,False,False,cities,5137,Santa Margarida do Sul,09/09/2026,Quarta-feira,10:24:00,10,6,ENE,72,88,Sol com muitas nuvens,1020,2r,9,sol-com-muitas-nuvens
5139,366,False,7,BR,Brasil,RS,Santa Maria,S,False,-29.684,-53.807,False,False,cities,5139,Santa Maria,09/09/2026,Quarta-feira,11:09:00,7,5,ENE,68,77,Sol com algumas nuvens,1021,2,7,sol-com-algumas-nuvens
5138,4817,False,7,BR,Brasil,RS,Santa Maria do Herval,S,False,-29.498,-50.993,False,False,cities,5138,Santa Maria do Herval,09/09/2026,Quarta-feira,11:09:00,9,4,ENE,71,71,Sol com muitas nuvens,1021,2r,7,sol-com-muitas-nuvens
5142,781,False,7,BR,Brasil,RS,Santa Rosa,S,False,-27.871,-54.481,False,True,cities,5142,Santa Rosa,09/09/2026,Quarta-feira,11:09:00,13,8,ENE,61,70,Nublado,1016,3,11,nublado
5143,4494,False,7,BR,Brasil,RS,Santa Tereza,S,False,-29.169,-51.735,False,False,cities,5143,Santa Tereza,09/09/2026,Quarta-feira,10:24:00,11,5,ENE,69,81,Sol com muitas nuvens,1020,2r,10,sol-com-muitas-nuvens
5144,367,False,7,BR,Brasil,RS,Santa Vitória do Palmar,S,True,-33.519,-53.368,False,True,cities,5144,Santa Vitória do Palmar,09/09/2026,Quarta-feira,11:09:00,7,6,NE,53,95,Nublado,1021,3,6,nublado
5140,4131,False,7,BR,Brasil,RS,Santana da Boa Vista,S,False,-30.872,-53.115,False,False,cities,5140,Santana da Boa Vista,09/09/2026,Quarta-feira,11:09:00,8,7,ENE,73,93,Chuvoso,1020,5,7,chuvoso
5141,1584,False,7,BR,Brasil,RS,Santana do Livramento,S,False,-30.891,-55.533,False,False,cities,5141,Santana do Livramento,09/09/2026,Quarta-feira,10:24:00,7,4,E,90,77,Nublado,1021,3,5,nublado
5145,2616,False,7,BR,Brasil,RS,Santiago,S,False,-29.192,-54.867,False,True,cities,5145,Santiago,09/09/2026,Quarta-feira,11:09:00,12,4,NNE,30,68,Nublado,1019,3,10,nublado
5146,3495,False,7,BR,Brasil,RS,Santo Antônio da Patrulha,S,False,-29.817,-50.52,False,False,cities,5146,Santo Antônio da Patrulha,09/09/2026,Quarta-feira,10:24:00,11,4,NE,51,89,Sol com muitas nuvens,1021,2r,10,sol-com-muitas-nuvens
5147,3010,False,7,BR,Brasil,RS,Santo Antônio das Missões,S,False,-28.511,-55.228,False,True,cities,5147,Santo Antônio das Missões,09/09/2026,Quarta-feira,10:24:00,14,9,ENE,65,70,Nublado,1016,3,12,nublado
5148,4495,False,7,BR,Brasil,RS,Santo Antônio do Palma,S,False,-28.497,-52.025,False,False,cities,5148,Santo Antônio do Palma,09/09/2026,Quarta-feira,10:24:00,10,6,ENE,66,67,Nublado,1018,3,8,nublado
5149,3053,False,7,BR,Brasil,RS,Santo Antônio do Planalto,S,False,-28.396,-52.691,False,False,cities,5149,Santo Antônio do Planalto,09/09/2026,Quarta-feira,10:24:00,12,9,ENE,64,68,Sol com muitas nuvens,1019,2r,10,sol-com-muitas-nuvens
5150,3007,False,7,BR,Brasil,RS,Santo Augusto,S,False,-27.851,-53.777,False,True,cities,5150,Santo Augusto,09/09/2026,Quarta-feira,10:24:00,14,8,ENE,60,67,Nublado,1016,3,11,nublado
5151,3008,False,7,BR,Brasil,RS,Santo Cristo,S,False,-27.824,-54.663,False,False,cities,5151,Santo Cristo,09/09/2026,Quarta-feira,10:24:00,13,8,ENE,61,71,Nublado,1016,3,11,nublado
5152,4496,False,7,BR,Brasil,RS,Santo Expedito do Sul,S,False,-27.908,-51.645,False,False,cities,5152,Santo Expedito do Sul,09/09/2026,Quarta-feira,10:24:00,14,7,ENE,65,66,Sol com muitas nuvens,1019,2r,11,sol-com-muitas-nuvens
5153,1412,False,7,BR,Brasil,RS,Santo Ângelo,S,False,-28.3001,-54.2667,False,True,cities,5153,Santo Ângelo,09/09/2026,Quarta-feira,10:24:00,13,10,SW,225,69,Nublado,1017,3,10,nublado
5193,3384,False,7,BR,Brasil,RS,Sapiranga,S,False,-29.638,-51.007,False,False,cities,5193,Sapiranga,09/09/2026,Quarta-feira,10:24:00,11,4,ENE,72,89,Sol com muitas nuvens,1021,2r,10,sol-com-muitas-nuvens
5195,1413,False,7,BR,Brasil,RS,Sapucaia do Sul,S,False,-29.825,-51.148,False,False,cities,5195,Sapucaia do Sul,09/09/2026,Quarta-feira,10:24:00,11,4,NNE,30,94,Sol com muitas nuvens,1023,2r,11,sol-com-muitas-nuvens
5196,3049,False,7,BR,Brasil,RS,Sarandi,S,False,-27.944,-52.923,False,False,cities,5196,Sarandi,09/09/2026,Quarta-feira,10:24:00,13,9,ENE,62,67,Sol com muitas nuvens,1018,2r,11,sol-com-muitas-nuvens
5197,3050,False,7,BR,Brasil,RS,Seberi,S,False,-27.478,-53.402,False,False,cities,5197,Seberi,09/09/2026,Quarta-feira,11:09:00,14,7,ENE,59,68,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5198,3009,False,7,BR,Brasil,RS,Sede Nova,S,False,-27.635,-53.946,False,False,cities,5198,Sede Nova,09/09/2026,Quarta-feira,10:24:00,14,7,ENE,60,68,Nublado,1016,3,12,nublado
5201,3132,False,7,BR,Brasil,RS,Segredo,S,False,-29.341,-52.979,False,False,cities,5201,Segredo,09/09/2026,Quarta-feira,10:24:00,9,3,ENE,68,75,Sol com muitas nuvens,1018,2r,7,sol-com-muitas-nuvens
5202,3051,False,7,BR,Brasil,RS,Selbach,S,False,-28.629,-52.953,False,False,cities,5202,Selbach,09/09/2026,Quarta-feira,10:24:00,11,7,ENE,64,73,Nublado,1020,3,9,nublado
5204,4497,False,7,BR,Brasil,RS,Senador Salgado Filho,S,False,-28.031,-54.543,False,False,cities,5204,Senador Salgado Filho,09/09/2026,Quarta-feira,11:09:00,13,9,ENE,61,70,Nublado,1016,3,11,nublado
5205,4498,False,7,BR,Brasil,RS,Sentinela do Sul,S,False,-30.611,-51.579,False,False,cities,5205,Sentinela do Sul,09/09/2026,Quarta-feira,11:09:00,12,3,ENE,73,95,Nublado,1018,3,11,nublado
5206,2142,False,7,BR,Brasil,RS,Serafina Correa,S,False,-28.712,-51.935,False,True,cities,5206,Serafina Correa,09/09/2026,Quarta-feira,10:24:00,8,5,ENE,67,75,Sol com muitas nuvens,1019,2r,8,sol-com-muitas-nuvens
5208,3052,False,7,BR,Brasil,RS,Sertão,S,False,-27.98,-52.26,False,False,cities,5208,Sertão,09/09/2026,Quarta-feira,10:24:00,13,8,ENE,63,64,Sol com muitas nuvens,1017,2r,10,sol-com-muitas-nuvens
5209,4818,False,7,BR,Brasil,RS,Sertão Santana,S,False,-30.46,-51.603,False,False,cities,5209,Sertão Santana,09/09/2026,Quarta-feira,10:24:00,11,3,ENE,73,93,Nublado,1018,3,10,nublado
5210,4499,False,7,BR,Brasil,RS,Sete de Setembro,S,False,-28.131,-54.463,False,False,cities,5210,Sete de Setembro,09/09/2026,Quarta-feira,10:24:00,13,9,ENE,61,69,Nublado,1016,3,11,nublado
5211,4500,False,7,BR,Brasil,RS,Severiano de Almeida,S,False,-27.433,-52.116,False,False,cities,5211,Severiano de Almeida,09/09/2026,Quarta-feira,10:24:00,14,7,ENE,63,67,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5212,3385,False,7,BR,Brasil,RS,Silveira Martins,S,False,-29.642,-53.586,False,False,cities,5212,Silveira Martins,09/09/2026,Quarta-feira,11:09:00,6,4,ENE,68,75,Sol com algumas nuvens,1021,2,4,sol-com-algumas-nuvens
5213,4501,False,7,BR,Brasil,RS,Sinimbu,S,False,-29.539,-52.522,False,False,cities,5213,Sinimbu,09/09/2026,Quarta-feira,10:24:00,9,4,ENE,69,83,Sol e Chuva,1020,4,7,sol-e-chuva
5214,3115,False,7,BR,Brasil,RS,Sobradinho,S,False,-29.421,-53.029,False,False,cities,5214,Sobradinho,09/09/2026,Quarta-feira,10:24:00,9,3,SSE,149,78,Sol com muitas nuvens,1018,2r,8,sol-com-muitas-nuvens
5217,1414,False,7,BR,Brasil,RS,Soledade,S,False,-28.818,-52.51,False,True,cities,5217,Soledade,09/09/2026,Quarta-feira,11:09:00,8,4,ENE,66,68,Sol com muitas nuvens,1021,2r,6,sol-com-muitas-nuvens
5154,1415,False,7,BR,Brasil,RS,São Borja,S,False,-28.661,-56.004,False,True,cities,5154,São Borja,09/09/2026,Quarta-feira,10:24:00,14,10,ENE,69,72,Nublado,1016,3,12,nublado
5155,4502,False,7,BR,Brasil,RS,São Domingos do Sul,S,False,-28.53,-51.89,False,False,cities,5155,São Domingos do Sul,09/09/2026,Quarta-feira,10:24:00,10,6,ENE,66,66,Nublado,1018,3,9,nublado
5156,1610,False,7,BR,Brasil,RS,São Francisco de Assis,S,False,-29.55,-55.131,False,False,cities,5156,São Francisco de Assis,09/09/2026,Quarta-feira,10:24:00,11,5,ENE,69,74,Nublado,1018,3,9,nublado
5157,3134,False,7,BR,Brasil,RS,São Francisco de Paula,S,False,-29.448,-50.584,False,False,cities,5157,São Francisco de Paula,09/09/2026,Quarta-feira,10:24:00,8,5,NE,47,73,Nublado,1022,3,6,nublado
5158,368,False,7,BR,Brasil,RS,São Gabriel,S,False,-30.336,-54.32,False,True,cities,5158,São Gabriel,09/09/2026,Quarta-feira,10:24:00,10,6,ENE,73,89,Sol e Chuva,1020,4,9,sol-e-chuva
5162,4503,False,7,BR,Brasil,RS,São Jorge,S,False,-28.501,-51.704,False,False,cities,5162,São Jorge,09/09/2026,Quarta-feira,10:24:00,9,7,ENE,66,65,Sol com muitas nuvens,1018,2r,8,sol-com-muitas-nuvens
5163,3011,False,7,BR,Brasil,RS,São José das Missões,S,False,-27.78,-53.122,False,False,cities,5163,São José das Missões,09/09/2026,Quarta-feira,11:09:00,13,7,ENE,61,69,Sol com muitas nuvens,1017,2r,12,sol-com-muitas-nuvens
5164,4504,False,7,BR,Brasil,RS,São José do Erval,S,False,-29.044,-52.295,False,False,cities,5164,São José do Erval,09/09/2026,Quarta-feira,10:24:00,7,3,ENE,67,67,Sol com muitas nuvens,1021,2r,5,sol-com-muitas-nuvens
5165,4505,False,7,BR,Brasil,RS,São José do Hortêncio,S,False,-29.531,-51.248,False,False,cities,5165,São José do Hortêncio,09/09/2026,Quarta-feira,10:24:00,12,4,ENE,71,86,Nublado,1021,3,12,nublado
5166,4506,False,7,BR,Brasil,RS,São José do Inhacorá,S,False,-27.725,-54.129,False,False,cities,5166,São José do Inhacorá,09/09/2026,Quarta-feira,10:24:00,14,8,ENE,60,71,Nublado,1016,3,12,nublado
5167,1418,False,7,BR,Brasil,RS,São José do Norte,S,True,-32.01,-52.04,False,False,cities,5167,São José do Norte,09/09/2026,Quarta-feira,10:24:00,9,10,ENE,76,95,Nublado,1020,3,8,nublado
5168,3054,False,7,BR,Brasil,RS,São José do Ouro,S,False,-27.769,-51.594,False,False,cities,5168,São José do Ouro,09/09/2026,Quarta-feira,11:09:00,13,7,N,3,62,Sol com muitas nuvens,1019,2r,11,sol-com-muitas-nuvens
5169,3139,False,7,BR,Brasil,RS,São José dos Ausentes,S,False,-28.748,-50.066,False,False,cities,5169,São José dos Ausentes,09/09/2026,Quarta-feira,10:24:00,8,10,NE,50,54,Sol com muitas nuvens,1022,2r,6,sol-com-muitas-nuvens
5160,4819,False,7,BR,Brasil,RS,São João da Urtiga,S,False,-27.82,-51.828,False,False,cities,5160,São João da Urtiga,09/09/2026,Quarta-feira,10:24:00,13,7,ENE,65,64,Sol com muitas nuvens,1019,2r,11,sol-com-muitas-nuvens
